Column1,Id,Company,Acquisition date,Founded,Headcount,Headcount_bucketed,AcquiredBy,Obsolete Category,Description,Categories,Business,Acquisition Value (USD),BroadCategory,x_transition1,y_transition1,x_transition2,y_transition2,x_stable,y_stable,x_acquired1,y_acquired1,x_acquired2,y_acquired2,x_acquired_stable,y_acquired_stable
580,580,MessageCast,2005,2002,25,50,Microsoft,AR/VR,"MessageCast, acquired by Microsoft, is a pioneer in creating broadcast messaging systems using real-time networks and RSS content feeds.","Messaging, Podcast, software",Messaging,7000000,Software,50,100,56,49,56,49,50,20,100,0,100,0
581,581,Groove Networks,2005,1997,10000,1000,Microsoft,AR/VR,Groove networks provided a virtual office through software that allowed teams of people to work together over a network.,"Collaboration, File Sharing, Software",Community software,,Software,50,100,50,75,50,75,50,20,100,0,100,0
582,582,en'tegrate,2005,2000,25,50,Microsoft,Software,Software,,Software,,Software,50,100,40,71,40,71,50,20,100,0,100,0
583,583,GIANT Company Software,2004,2000,10,50,Microsoft,AR/VR,"GIANT Company Software was a provider of internet security products, such as anti-spyware and popup inspectors.","Security, Software",Anti-spyware,,Software,50,100,41,40,41,40,50,20,100,0,100,0
584,584,Lookout Software,2004,2003,50,50,Microsoft,AR/VR,Lookout Software remains dedicated to providing the small business community with choices.,Software,Personal search tool,,Software,50,100,55,63,55,63,50,20,100,0,100,0
585,585,ActiveViews,2004,2001,10,50,Microsoft,AR/VR,ActiveViews provides users with a window into an informational database to explore available information.,"Business Intelligence, Software",Reporting systems,,Software,50,100,57,57,57,57,50,20,100,0,100,0
586,586,Encore Bus Solutions-IP Asts,2004,1999,25,50,Microsoft,Software,IP assets,,IP assets,,Software,50,100,59,43,59,43,50,20,100,0,100,0
587,587,3DO Co-High Heat Baseball,2003,1991,25,50,Microsoft,AR/VR,3DO Company develops and publishes CD-based entertainment software for personal computers and advanced game system consoles.,"Publishing, Software, Video Games",Software,450000,Software,50,100,43,62,43,62,50,20,100,0,100,0
588,588,GeCAD Software,2003,1998,25,50,Microsoft,Security,Antivirus technology,,Antivirus technology,,Security,50,100,49,60,49,60,50,20,100,0,100,0
589,589,G.A. Sullivan,2003,1998,25,50,Microsoft,Software,Information technology,,Information technology,,Software,50,100,59,80,59,80,50,20,100,0,100,0
590,590,PlaceWare,2003,1996,10,50,Microsoft,AR/VR,"PlaceWare provided carrier class, multimedia platform and application services for Web-based communication and collaboration, both inside","Collaboration, Software",Web conferencing,200000000,Software,50,100,43,48,43,48,50,20,100,0,100,0
591,591,DCG,2003,1998,25,50,Microsoft,Software,Internet software,,Internet software,,Software,50,100,48,62,48,62,50,20,100,0,100,0
592,592,Connectix,2003,1998,25,50,Microsoft,AR/VR,"Connectix provided hardware and software solutions for remote computing access. In its initial product, Virtual, Connectix used VM","Enterprise Software, Hardware, Information Technology",Software,,Software,50,100,51,47,51,47,50,20,100,0,100,0
593,593,Vicinity,2002,1995,1000,1000,Microsoft,Software,Vicinity provides technology-based solutions that enable businesses and governments to market the local availability of their products,"Business Development, Government, Information Technology",Online enterprise location,95849000,Software,50,100,46,66,46,66,50,20,100,0,100,0
594,594,Rare,2002,1997,25,50,Microsoft,Software,Software and video games,,Software and video games,375000000,Software,50,100,48,43,48,43,50,20,100,0,100,0
595,595,XDegrees,2002,2000,25,50,Microsoft,Security,XDegrees is building the peer-computing infrastructure for a new class of commercial and enterprise applications.,Network Security,Security software,,Security,50,100,48,63,48,63,50,20,100,0,100,0
596,596,Mobilocity,2002,2000,25,50,Microsoft,Software,"Mobilocity, Inc. is the leading m-business builder for the new era of ubiquitous connectivity.","Communications Infrastructure, Mobile, Wireless",Computer consulting,,Software,50,100,50,68,50,68,50,20,100,0,100,0
597,597,Navision,2002,2000,10,50,Microsoft,AR/VR,Navision provides integrated software for small and medium-sized businesses.,"Business Development, Enterprise Software, Small and Medium Businesses",Software programming,1330000000,Software,50,100,58,44,58,44,50,20,100,0,100,0
598,598,Sales Management Systems,2002,1997,25,50,Microsoft,Software,Software,,Software,,Software,50,100,41,67,41,67,50,20,100,0,100,0
599,599,Yupi,2001,1996,25,50,Microsoft,Software,Online Spanish Portal,,Online Spanish Portal,,Software,50,100,55,55,55,55,50,20,100,0,100,0
600,600,Maximal Innovative Intelligence,2001,1996,25,50,Microsoft,Software,Software,,Software,20000000,Software,50,100,50,77,50,77,50,20,100,0,100,0
601,601,NCompass Labs,2001,1996,25,50,Microsoft,AR/VR,Born from SFU's ExCITE labs in 1995 and assimilated by Microsoft Corporation in 2001. NCompass Labs began by developing the NCompass World,"Enterprise Software, IaaS, Web Apps",Internet software,36000000,Software,50,100,42,65,42,65,50,20,100,0,100,0
602,602,Intellisol International,2001,1996,25,50,Microsoft,Software,Software,,Software,,Software,50,100,51,52,51,52,50,20,100,0,100,0
603,603,Great Plains Software,2001,1996,25,50,Microsoft,AR/VR,Great Plains Software is a leading provider of Microsoft Windows NT client/server financial management software,"Enterprise Software, ERP, Financial Services",Business management software,939884000,Software,50,100,46,79,46,79,50,20,100,0,100,0
604,604,Pacific Microsonics,2000,1986,25,50,Microsoft,Hardware,Pacific Microsonics is a manufacturer of consumer audio equipment and integrated circuits.,Manufacturing,Digital audio technology,,Hardware,50,100,55,47,55,47,50,20,100,0,100,0
605,605,MongoMusic,2000,1999,25,50,Microsoft,Media/Ad/Content,"MongoMusic, Inc. provides digital music infrastructure.",Music,Online music search engine,65000000,Media/Ad/Content,50,100,58,59,58,59,50,20,100,0,100,0
606,606,NetGames,2000,1998,25,50,Microsoft,Software,"NetGames USA, a leading developer of scoring, matchmaking and other enhancements for retail and Web-based games.",Video Games,Software,,Software,50,100,49,66,49,66,50,20,100,0,100,0
607,607,Bungie Software,2000,1991,1000,1000,Microsoft,AI/ML/Analytics,Computer software,"Digital Media, Media and Entertainment, Video Games",Computer software,,AI/ML/Analytics,50,100,46,52,46,52,50,20,100,0,100,0
608,608,Titus Communications,2000,1995,25,50,Microsoft,Media/Ad/Content,Titus Communications Corp. provides broadband telecommunication services in Japan.,Telecommunications,Cable television,944800000,Media/Ad/Content,50,100,55,78,55,78,50,20,100,0,100,0
609,609,Peach Networks,2000,1998,25,50,Microsoft,Software,"Provides technology solutions that bring interactive content, including the Internet and PC applications to cable TV subscribers.",Internet,Digital TV services,,Software,50,100,58,76,58,76,50,20,100,0,100,0
610,610,Visio Corporation,2000,1989,1000,1000,Microsoft,AR/VR,"Visio Corporation supplied business drawing and diagramming software products. The company's primary products were Visio Standard, Visio","Business Development, Enterprise Software, Software",Wholesale drawing software,1375000000,Software,50,100,48,54,48,54,50,20,100,0,100,0
611,611,Entropic,1999,1985,10,50,Microsoft,AR/VR,Entropic is a provider of software and toolkits for speech recognition.,"Enterprise Software, Information Technology, Speech Recognition",Software,,Software,50,100,60,54,60,54,50,20,100,0,100,0
612,612,Softway Systems,1999,1995,25,50,Microsoft,AR/VR,"Softway Systems, Inc. (http://www.opennt.com) is the leading provider of UNIX system products for Microsoft Windows NT. ",Software,Computer programming,,Software,50,100,46,48,46,48,50,20,100,0,100,0
613,613,STNC,1999,1993,25,50,Microsoft,AR/VR,"STNC, Ltd., a software development company, develops communication software for the digital cellular telephone industry.",Software,Community software,,Software,50,100,48,73,48,73,50,20,100,0,100,0
614,614,Zoomit,1999,1994,25,50,Microsoft,Software,Zoomit VIA is a turnkey metadirectory solution.,"Business Development, Business Information Systems",Encryption software,,Software,50,100,47,53,47,53,50,20,100,0,100,0
615,615,Sendit,1999,1994,25,50,Microsoft,Software,"As of July 01, 1999, SendIT AB was acquired by Microsoft Corporation. The Swedish company develops software, which is used in mobile phone",,Application software,125420000,Software,50,100,43,78,43,78,50,20,100,0,100,0
616,616,Intrinsa,1999,1998,100,100,Microsoft,AR/VR,Software quality tools that accelerate the software development process.,Software,Defect detection software,58900000,Software,50,100,50,52,50,52,50,20,100,0,100,0
617,617,Omnibrowse,1999,1988,25,50,Microsoft,Software,"Onfolio, Inc., also known as Project 31, provides Internet research and information management solutions.",Internet,Internet software,,Software,50,100,53,75,53,75,50,20,100,0,100,0
618,618,ShadowFactor Software,1999,1994,25,50,Microsoft,Software,Wholesale computer software,,Wholesale computer software,,Software,50,100,56,41,56,41,50,20,100,0,100,0
619,619,Jump Networks,1999,1998,25,50,Microsoft,AI/ML/Analytics,"Jump Network, Inc. provides Web-based calendar services.","Developer Tools, Email, Internet",Internet service provider,,AI/ML/Analytics,50,100,42,60,42,60,50,20,100,0,100,0
620,620,Interactive Objects-Digital,1999,1994,25,50,Microsoft,Software,Web music software,,Web music software,,Software,50,100,51,75,51,75,50,20,100,0,100,0
621,621,Numinous Technologies,1999,1996,25,50,Microsoft,Software,Software,,Software,,Software,50,100,40,63,40,63,50,20,100,0,100,0
622,622,CompareNet,1999,1996,25,50,Microsoft,AR/VR,CompareNet provides online comparison shopping services that offer discussion groups and information on various products.,"E-Commerce, Price Comparison",Shopping online,,Media/Ad/Content,50,100,49,46,49,46,50,20,100,0,100,0
623,623,FASA Interactive,1999,1994,25,50,Microsoft,AR/VR,FASA Interactive designs and develops interactive entertainment software for play on personal computers and Xbox 360 console.,Software,Computer game software,,Software,50,100,57,68,57,68,50,20,100,0,100,0
624,624,LinkExchange,1998,1996,25,50,Microsoft,Software,LinkExchange is an internet advertising company providing a banner exchange network,"Advertising, Business Development, Business Intelligence, Internet",Internet advertising network,265000000,Software,50,100,51,52,51,52,50,20,100,0,100,0
625,625,Valence Research,1998,1996,25,50,Microsoft,AR/VR,Valence Research is developer of industry-leading TCP/IP load-balancing and fault tolerance software,Software,Internet software,,Software,50,100,58,59,58,59,50,20,100,0,100,0
626,626,MESA Group,1998,1989,25,50,Microsoft,AR/VR,"The MESA Group, Inc. provides tools and services for migrating Lotus Notes applications and cc:Mail archives to Microsoft Exchange Server.",Software,Data sharing software,,Software,50,100,49,62,49,62,50,20,100,0,100,0
627,627,Firefly,1998,1993,25,50,Microsoft,Software,Relationship management software,,Relationship management software,40000000,Software,50,100,44,73,44,73,50,20,100,0,100,0
628,628,Flash Communications,1998,1993,25,50,Microsoft,AI/ML/Analytics,"Flash Communications developed secure, scaleable instant messaging software for enterprise applications.","Education, Training",Enterprise instant messaging software,,AI/ML/Analytics,50,100,52,79,52,79,50,20,100,0,100,0
629,629,Hotmail,1997,1995,1000,1000,Microsoft,AI/ML/Analytics,HotMail is a web-based email service.,"Email, Events, Web Browsers",Internet software,500000000,AI/ML/Analytics,50,100,51,79,51,79,50,20,100,0,100,0
