Id,AcquiredBy,Acquisition date,Company,Business,Country,Value (USD),Derived products,Categories,Founded,Size,Size(modified),Description,BroadCategory
516,Microsoft,2010,"Canesta, Inc.",3-D sensing technology,United States,N/A,,"3D Technology, Electronics, Hardware, Software",1999,10,10,Canesta develops electronic perception technology-based 3D representational products.,
517,Microsoft,2010,"AVIcode, Inc.",.Net monitoring technology,United States,N/A,,"Application Performance Management, Enterprise Software, Information Technology",1998,100,100,AVIcode is a provider of application monitoring solutions for the Microsoft .NET Framework.,
518,Microsoft,2009,Opalis Software,Software,Canada,N/A,,"Cloud Infrastructure, Enterprise Software, Information Technology",1999,100,100,"Opalis Software provides comprehensive IT process automation solutions in physical, virtual and cloud infrastructures for enterprises.",
519,Microsoft,2009,"Sentillion, Inc.",Identity and Access Management Software for Healthcare,United States,N/A,,"Health Care, Hospital, Wellness",1998,100,100,Sentillion offers identity and access management technology solutions for caregivers in hospitals and healthcare organizations.,
520,Microsoft,2009,Interactive Supercomputing,Software,United States,N/A,,"Cloud Computing, Enterprise Software, Financial Services",2004,50,50,"Interactive Supercomputing develops Star-P, an interactive parallel computing platform for applications in laboratory research sectors.",
521,Microsoft,2009,Rosetta Biosoftware,Bioinformatics solutions for life science research,United States,N/A,,"Biotechnology, Internet",1997,10,10,"Rosetta Biosoftware offers life science informatics solutions that enable advancements in biological research, drug discovery, and more.",
522,Microsoft,2009,BigPark,Interactive online gaming,Canada,N/A,,"Developer Tools, Gaming, Video Games",2007,50,50,Video gaming group,
523,Microsoft,2009,3DV Systems,"Developer of ZCam, a time-of-flight camera",Israel,"$35,000,000",,Software,1997,50,50,Video imaging technologies,
524,Microsoft,2008,DATAllegro,Data software,United States,N/A,,"Developer Tools, Gaming, Video Games",2003,10,10,DATAllegro provides integrated data warehousing services.,
525,Microsoft,2008,Powerset,Semantic Search,United States,N/A,,"Internet, Natural Language Processing, Search Engine",2005,100,100,Powerset is a search engine focused on in-depth natural language processing.,
526,Microsoft,2008,Mobicomp,Mobile applications,Portugal,N/A,,Mobile ,2000,50,50,"MobiComp develops software that enables users to back-up, share and discover content on mobile phones.",
527,Microsoft,2008,Navic Networks,Management software,United States,N/A,,"Advertising, Developer Tools, Social Network",2000,10,10,Navic Networks develops tools that TV advertisers can use to target ads at specific digital cable subscribers and measure their responses.,
528,Microsoft,2008,Quadreon,Software,Belgium,N/A,,,,,25,,
529,Microsoft,2008,Kidaro,Software,United States,N/A,,"Enterprise, Enterprise Software, Virtualization",2004,50,50,Kidaro provides desktop virtualization solutions for enterprises.,
530,Microsoft,2008,Fast Search & Transfer,Enterprise search[clarification needed],Norway,"$1,191,000,000",,"Enterprise Software, Government, Search Engine",1997,,25,"Fast offers an enterprise search platform that enables businesses and government organizations to access, retrieve and analyze information.",
531,Microsoft,2008,Danger,Mobile Internet software,United States,"$500,000,000",,"Hardware, Mobile, Software",1999,500,500,Danger provides the software platform and hardware behind T-Mobileâ€™s Sidekick phone.,
532,Microsoft,2008,Farecast,Online search software,United States,"$75,000,000",,"Tourism, Transportation, Travel",2003,50,50,Farecast is an online service that provides users with intelligent airfare predictions.,
533,Microsoft,2008,90 Degree Software,Business intelligence software,Canada,N/A,,Business Intelligence,2005,,25,"90 Degree Software develops business intelligence solutions. It offers Radius90, a reporting solution, which enables developers and",
534,Microsoft,2008,Komoku,Rootkit security software,United States,"$5,000,000",,"Security, Software",2004,,25,Advanced malware detection,
535,Microsoft,2008,Rapt,Advertising yield management software,United States,N/A,,"Advice, Enterprise Software, Service Industry",1998,100,100,"Rapt offers media monetization solutions, technology, and strategic advisory services for media companies.",
536,Microsoft,2008,YaData,Software,Israel,N/A,,"Ad Targeting, Advertising, Analytics",2005,10000,10000,YaData provides ad targeting software enabling marketers to micro-segment consumers.,
537,Microsoft,2008,Caligari Corporation,Software,United States,N/A,,"3D Technology, Fashion",1986,50,50,3D Modeling,
538,Microsoft,2008,Calista Technologies,Software,United States,N/A,,"Enterprise Software, Information Technology, Virtualization",2006,10,10,Calista Technologies provides virtual device solutions for Windows.,
539,Microsoft,2007,Multimap.com,Mapping,United Kingdom,N/A,,"Local, Location Based Services, Mapping Services",1995,,25,"Multimap provides mapping and location-based services. The company delivers online maps, point-to-point driving directions and geo-spatial",
540,Microsoft,2007,Musiwave,Mobile music entertainment,France,N/A,,"Mobile, Music",2000,10,10,Musiwave is a mobile entertainment company.,
541,Microsoft,2007,HOB Business Solutions,Information technology,Denmark,N/A,,,,,25,,
542,Microsoft,2007,Global Care Solutions-Assets,Assets,Thailand,N/A,,"Enterprise Software, Health Care, Management Information Systems",1984,10,10,"Global Care Solutions (GCS), a privately held company based in Bangkok, Thailand, develops enterprise-class health information systems.",
543,Microsoft,2007,Parlano,Enterprise messaging software,United States,N/A,,"Collaboration, Enterprise Software, Messaging",2000,,25,"Parlano offers MindAlign, which is an enterprise-level team collaboration and messaging product for businesses.",
544,Microsoft,2007,Jellyfish.com,Search engine,United States,N/A,,"Product Search, Social Media",2005,10,10,"jellyfish offers a platform that enables its users to search, shop, and earn commissions from buying on their website.",
545,Microsoft,2007,AdECN,Ad Exchange,United States,N/A,,"Advertising, Real Time, Software",2003,100,100,"AdECN is an automated, real-time, auction-based, neutral exchange for buying and selling online display advertising.",
546,Microsoft,2007,aQuantive,Digital marketing,United States,"$6,333,000,000",,"Ad Network, Advertising",1997,,25,aQuantive is an advertising network that provides digital marketing and technology solutions.,
547,Microsoft,2007,Savvis Inc-Data Centers,Networking,United States,"$200,000,000",,,,,25,,
548,Microsoft,2007,Stratature,Master Data Management,United States,N/A,,Software,2001,10,10,Stratature provides master data management software for large and small enterprises. The companyÃ¢â‚¬â„¢s software offers centralized enterprise,
549,Microsoft,2007,Engyro,Information technology,United States,N/A,,Software,2000,10,10,"Engyro, a wholly owned Microsoft subsidiary, provides software solutions to integrate, consolidate, and simplify IT operations.",
550,Microsoft,2007,SoftArtisans,Business Intelligence software,United States,N/A,,"Consulting, Enterprise Software, Training",1996,50,50,SoftArtisans develops enterprise software for users to harness the data and insights needed to maximize productivity.,
551,Microsoft,2007,ScreenTonic,Advertising and marketing,France,N/A,,"Ad Server, Advertising, Mobile, Software",2001,10,10,Screen Tonic offers a solution spanning from ad serving technology to ad management and mobile media sales.,
552,Microsoft,2007,Tellme Networks,Mobile phone software,United States,N/A,,"Information Services, Software, Speech Recognition",1999,,25,"Tellme Network is a developer of voice recognition software that offers information on movies, sports, news, stock quotes, and weather.",
553,Microsoft,2007,devBiz Business Solutions,Software tools,United States,N/A,,Software,2001,10000,10000,devBiz Business Solutions offers software development tools.,
554,Microsoft,2007,Medstory,Internet search engine,United States,N/A,,"Advertising, Health Care, SEO",1998,10,10,Medstory is a search startup offering a vertical search engine for health-related information.,
555,Microsoft,2006,Colloquis,Natural language software,United States,N/A,,"Messaging, Software",2000,,25,"Colloquis created conversation-based interactive customer service agents, distributed via instant messaging platforms.",
556,Microsoft,2006,DesktopStandard,Applications,United States,N/A,,"Computer, Developer Platform, Enterprise Software",1997,50,50,DesktopStandard Corporation develops Group Policy-based enterprise desktop management products.,
557,Microsoft,2006,Gteko,Applications,Israel,N/A,,Software,1992,,25,"Gteko, Ltd. provides networking and support software solutions for the digital homes. Its products include GTAgent, a support application",
558,Microsoft,2006,Whale Communications,Applications,Israel,N/A,,"Internet, Security, Software, Web Apps",1998,,25,"Whale Communications (acquired by Microsoft) is a provider of secure access products, such as SSL, VPN, and Web application firewalls.",
559,Microsoft,2006,Winternals Software,Software,United States,N/A,,Software,1996,100,100,"Winternals was the parent company operating Sysinternals, a web-based software featuring several freeware tools to administer monitor, and",
560,Microsoft,2006,Softricity,application virtualization software,United States,N/A,,"Enterprise Software, Management Information Systems, Virtualization",1999,10000,10000,"Softricity offers application virtualization, intelligent on-demand streaming and policy-based management technologies.",
561,Microsoft,2006,iView Multimedia,Digital asset management,United Kingdom,N/A,,Software,1996,,25,iView Multimedia is a development company that specializes in products for the Macintosh platform.,
562,Microsoft,2006,ProClarity,Analysis software,United States,N/A,,"Analytics, Business Intelligence, Software",1995,250,250,ProClarity develops advanced analysis and visualization technologies for Microsoft software.,
563,Microsoft,2006,DeepMetrix,Web log analysis,United States,N/A,,"Analytics, Business Intelligence, Software",1992,,25,DeepMetrix Corporation engages in the research and development of real-time applications. It provides Web analytics and data mining,
564,Microsoft,2006,Massive Incorporated,Video game advertising,United States,N/A,,"Advertising, Gaming, Video Games",1995,,25,Massive is the developer of video game network for in-game advertising.,
565,Microsoft,2006,Vexcel,Mapping software,United States,N/A,,Information Technology,1985,100,100,"Vexcel Corp. is a remote sensing company with headquarters in Boulder, Colorado. The companyÃ¢â‚¬â„¢s legacy offerings to government and",
566,Microsoft,2006,AssetMetrix,Enterprise software,Canada,N/A,,Software,2000,,25,AssetMetrix Corporation provides subscription-based business intelligence services for PC assets.,
567,Microsoft,2006,Lionhead Studios,Video games,United Kingdom,N/A,,"Software, Video Games",1997,100,100,"Lionhead Studios is a softwarde-based video game developer whose major releases include Black & White, (I and II).",
568,Microsoft,2006,Apptimum,Software,United States,N/A,,"Innovation Management, Intelligent Systems, Retail Technology, Software",1998,,25,Apptimum is a company that develops software to ease the transfer of applications to new computers.,
569,Microsoft,2006,Onfolio,Internet software,United States,N/A,,Software,2002,,25,"Onfolio is a PC application for collection, organizing and sharing information found online.",
570,Microsoft,2006,MotionBridge,Search,France,"$17,858,000",,"Mobile, SEO, Software",2000,10,10,Motion Bridge was a search engine developed specifically for the mobile network.,
571,Microsoft,2006,Seadragon Software,Software,United States,N/A,,Software,2003,,25,Seadragon is a web-optimized visualization technology that allows graphics and photos to be browsed smoothly regardless of their size.,
572,Microsoft,2006,UMT-Software and IP Assets,Software,United States,N/A,,,,,25,,
573,Microsoft,2005,5th Finger,Mobile,Australia,"$3,153,000",,,,,25,,
574,Microsoft,2005,media-streams.com,Software,Switzerland,N/A,,"Mobile, Software, Video Streaming, VoIP",2001,10,10,"Media-streams.com was a software company based in Zurich, Switzerland, that developed communications applications based on voice over",
575,Microsoft,2005,Alacris,Certificate management software,United States,N/A,,"Security, Software",2000,,25,Alacris provides advanced identification and access security software and certificate management products.,
576,Microsoft,2005,FrontBridge Technologies,Email protection,United States,N/A,,"Email, Software",1999,10,10,"Frontbridge Technologies provides electronic messaging and security services for email archiving, spam filtering, and disaster recovery.",
577,Microsoft,2005,Teleo,VoIP,United States,N/A,,"Mobile, Software, VoIP",2004,10,10,White label VoIP service acquired by Microsoft in 2005,
578,Microsoft,2005,Sybari Software,Software,United States,N/A,,"Email, Security, Software",1995,10,10,"Sybari Software secures the information workplace with anti-virus, anti-spam and content-filtering technologies.",
579,Microsoft,2005,Tsinghua-Shenxun-Cert Asts,Certain assets,China,"$15,000,000",,,,,25,,
580,Microsoft,2005,MessageCast,Messaging,United States,"$7,000,000",,"Messaging, Podcast",2002,,25,"MessageCast, acquired by Microsoft, is a pioneer in creating broadcast messaging systems using real-time networks and RSS content feeds.",
581,Microsoft,2005,Groove Networks,Community software,United States,N/A,,"Collaboration, File Sharing, Software",1997,10000,10000,Groove networks provided a virtual office through software that allowed teams of people to work together over a network.,
582,Microsoft,2005,en'tegrate,Software,United States,N/A,,,,,25,,
583,Microsoft,2004,GIANT Company Software,Anti-spyware,United States,N/A,,"Security, Software",2000,10,10,"GIANT Company Software was a provider of internet security products, such as anti-spyware and popup inspectors.",
584,Microsoft,2004,Lookout Software,Personal search tool,United States,N/A,,Software,2003,50,50,Lookout Software remains dedicated to providing the small business community with choices.,
585,Microsoft,2004,ActiveViews,Reporting systems,United States,N/A,,"Business Intelligence, Software",2001,10,10,ActiveViews provides users with a window into an informational database to explore available information.,
586,Microsoft,2004,Encore Bus Solutions-IP Asts,IP assets,United States,N/A,,,,,25,,
587,Microsoft,2003,3DO Co-High Heat Baseball,Software,United States,"$450,000",,"Publishing, Software, Video Games",1991,,25,3DO Company develops and publishes CD-based entertainment software for personal computers and advanced game system consoles.,
588,Microsoft,2003,GeCAD Software,Antivirus technology,Romania,N/A,,,,,25,,
589,Microsoft,2003,G.A. Sullivan,Information technology,United States,N/A,,,,,25,,
590,Microsoft,2003,PlaceWare,Web conferencing,United States,"$200,000,000",,"Collaboration, Software",1996,10,10,"PlaceWare provided carrier class, multimedia platform and application services for Web-based communication and collaboration, both inside",
591,Microsoft,2003,DCG,Internet software,Australia,N/A,,,,,25,,
592,Microsoft,2003,Connectix,Software,United States,N/A,,"Enterprise Software, Hardware, Information Technology",1998,,25,"Connectix provided hardware and software solutions for remote computing access. In its initial product, Virtual, Connectix used VM",
593,Microsoft,2002,Vicinity,Online enterprise location,United States,"$95,849,000",,"Business Development, Government, Information Technology",1995,1000,1000,Vicinity provides technology-based solutions that enable businesses and governments to market the local availability of their products and,
594,Microsoft,2002,Rare,Software and video games,United Kingdom,"$375,000,000",,,,,25,,
595,Microsoft,2002,XDegrees,Security software,United States,N/A,,Network Security,2000,,25,XDegrees is building the peer-computing infrastructure for a new class of commercial and enterprise applications.,
596,Microsoft,2002,Mobilocity,Computer consulting,United States,N/A,,"Communications Infrastructure, Mobile, Wireless",2000,,25,"Mobilocity, Inc. is the leading m-business builder for the new era of ubiquitous connectivity.",
597,Microsoft,2002,Navision,Software programming,Denmark,"$1,330,000,000",,"Business Development, Enterprise Software, Small and Medium Businesses",2000,10,10,Navision provides integrated software for small and medium-sized businesses.,
598,Microsoft,2002,Sales Management Systems,Software,United States,N/A,,,,,25,,
599,Microsoft,2001,Yupi,Online Spanish Portal,United States,N/A,,,,,25,,
600,Microsoft,2001,Maximal Innovative Intelligence,Software,Israel,"$20,000,000",,,,,25,,
601,Microsoft,2001,NCompass Labs,Internet software,Canada,"$36,000,000",,"Enterprise Software, IaaS, Web Apps",1996,,25,Born from SFU's ExCITE labs in 1995 and assimilated by Microsoft Corporation in 2001. NCompass Labs began by developing the NCompass World,
602,Microsoft,2001,Intellisol International,Software,Canada,N/A,,,,,25,,
603,Microsoft,2001,Great Plains Software,Business management software,United States,"$939,884,000",,"Enterprise Software, ERP, Financial Services",,,25,Great Plains Software is a leading provider of Microsoft Windows NT client/server financial management software,
604,Microsoft,2000,Pacific Microsonics,Digital audio technology,United States,N/A,,Manufacturing,1986,,25,Pacific Microsonics is a manufacturer of consumer audio equipment and integrated circuits.,
605,Microsoft,2000,MongoMusic,Online music search engine,United States,"$65,000,000",,Music,1999,,25,"MongoMusic, Inc. provides digital music infrastructure.",
606,Microsoft,2000,NetGames,Software,United States,N/A,,Video Games,1998,,25,"NetGames USA, a leading developer of scoring, matchmaking and other enhancements for retail and Web-based games.",
607,Microsoft,2000,Bungie Software,Computer software,United States,N/A,,"Digital Media, Media and Entertainment, Video Games",1991,1000,1000,"From a creepy one bedroom apartment housing two dudes, to a fully-loaded game studio stuffed full of free snacks.",
608,Microsoft,2000,Titus Communications,Cable television,United States,"$944,800,000",,Telecommunications,1995,,25,Titus Communications Corp. provides broadband telecommunication services in Japan.,
609,Microsoft,2000,Peach Networks,Digital TV services,Israel,N/A,,Internet,1998,,25,"Provides technology solutions that bring interactive content, including the Internet and PC applications to cable TV subscribers.",
610,Microsoft,2000,Visio Corporation,Wholesale drawing software,United States,"$1,375,000,000",,"Business Development, Enterprise Software, Software",1989,1000,1000,"Visio Corporation supplied business drawing and diagramming software products. The company's primary products were Visio Standard, Visio",
611,Microsoft,1999,Entropic,Software,United States,N/A,,"Enterprise Software, Information Technology, Speech Recognition",1985,10,10,Entropic is a provider of software and toolkits for speech recognition.,
612,Microsoft,1999,Softway Systems,Computer programming,United States,N/A,,Software,1995,,25,"Softway Systems, Inc. (http://www.opennt.com) is the leading provider of UNIX system products for Microsoft Windows NT. ",
613,Microsoft,1999,STNC,Community software,United Kingdom,N/A,,Software,1993,,25,"STNC, Ltd., a software development company, develops communication software for the digital cellular telephone industry.",
614,Microsoft,1999,Zoomit,Encryption software,Canada,N/A,,"Business Development, Business Information Systems",,,25,Zoomit VIA is a turnkey metadirectory solution.,
615,Microsoft,1999,Sendit,Application software,Sweden,"$125,420,000",,,1994,,25,"As of July 01, 1999, SendIT AB was acquired by Microsoft Corporation. The Swedish company develops software, which is used in mobile phone",
616,Microsoft,1999,Intrinsa,Defect detection software,United States,"$58,900,000",,Software,1999,100,100,Software quality tools that accelerate the software development process.,
617,Microsoft,1999,Omnibrowse,Internet software,United States,N/A,,Internet,1988,,25,"Onfolio, Inc., also known as Project 31, provides Internet research and information management solutions.",
618,Microsoft,1999,ShadowFactor Software,Wholesale computer software,United States,N/A,,,,,25,,
619,Microsoft,1999,Jump Networks,Internet service provider,United States,N/A,,"Developer Tools, Email, Internet",1998,,25,"Jump Network, Inc. provides Web-based calendar services.",
620,Microsoft,1999,Interactive Objects-Digital,Web music software,United States,N/A,,,,,25,,
621,Microsoft,1999,Numinous Technologies,Software,United States,N/A,,,1996,,25,,
622,Microsoft,1999,CompareNet,Shopping online,United States,N/A,,"E-Commerce, Price Comparison",1996,,25,CompareNet provides online comparison shopping services that offer discussion groups and information on various products.,
623,Microsoft,1999,FASA Interactive,Computer game software,United States,N/A,,Software,1994,,25,FASA Interactive designs and develops interactive entertainment software for play on personal computers and Xbox 360 console.,
624,Microsoft,1998,LinkExchange,Internet advertising network,United States,"$265,000,000",,"Advertising, Business Development, Business Intelligence, Internet",1996,,25,LinkExchange is an internet advertising company providing a banner exchange network,
625,Microsoft,1998,Valence Research,Internet software,United States,N/A,,Software,1996,,25,Valence Research is developer of industry-leading TCP/IP load-balancing and fault tolerance software,
626,Microsoft,1998,MESA Group,Data sharing software,United States,N/A,,Software,1989,,25,"The MESA Group, Inc. provides tools and services for migrating Lotus Notes applications and cc:Mail archives to Microsoft Exchange Server.",
627,Microsoft,1998,Firefly,Relationship management software,United States,"$40,000,000",,,,,25,,
628,Microsoft,1998,Flash Communications,Enterprise instant messaging software,United States,N/A,,"Education, Training",,,25,"Flash Communications developed secure, scaleable instant messaging software for enterprise applications.",
629,Microsoft,1997,Hotmail,Internet software,United States,"$500,000,000",,"Email, Events, Web Browsers",1995,1000,1000,HotMail is a web-based email service.,
