Column2,Column1,Id,AcquiredBy,Acquisition date,Company,Business,Country,Value (USD),Derived products,Categories,Founded,Founded(modified),Size,Size(modified),Description,Broad Category
486,483,483,Microsoft,2015,6Wunderkinder GmbH,Wunderlist to-do list applications,Germany,,,"Android, Apps, Cloud Computing, Collaboration, iOS, Software, Task Management, Web Development",2010,2010,,25,"6Wunderkinder is a young and innovative software startup that was founded by six friends in Berlin, Germany, on 30 August 2010. 6Wunderkinder designs and develops a cloud-based, cross platform productivity application called Wunderlist, which was first launched in November 2010. Today, Wunderlist is one of the most popular productivity applications and is used by millions of people around the world.",AR/VR
487,484,484,Microsoft,2015,"Datazen Software, Inc.",Mobile business intelligence & Data visualization,Canada,,,Software,2002,2002,50,50,"Datazen Software is an industry leader in mobile business intelligence and data analytics. Our mission is to help people gain insight from their data ÃŒ_ÃŒ_ÃŒÂ± anytime, anywhere and through any device. Our products empower our customers, boost productivity and are a pleasure to use.",AR/VR
488,485,485,Microsoft,2015,LiveLoop,PowerPoint collaboration,United States,,,"Collaboration, Enterprise Software",2010,2010,10,10,"LiveLoop enables real-time document collaboration within the familiar enterprise desktop environment. LiveLoop's first product is both a PowerPoint plugin and a hosted service that together enable PowerPoint users to work with each other on the same document at the same time. Instead of emailing dozens of attachments back and forth, LiveLoop users can edit their documents at any time, seeing their colleagues' edits in true keystroke-by-keystroke real time.",AR/VR
489,486,486,Microsoft,2015,N-trig,Styli and pen input hardware and software,Israel,"$200,000,000 ",,"Computer, Hardware, Sensor, Software",1999,1999,250,250,"Founded in 1999, N-trig is a global operation, maintaining its: R&D facility, corporate headquarters and management in Kfar Saba, Israel; sales, OEM and ISV support in Austin, Texas and San Jose, California; ODM, operations and supply chain support in Taipei, Taiwan, Tokyo, Japan and Shanghai, China. With an extensive patent portfolio, N-trig also supports a variety of applications for different market segments including consumer, education, business, healthcare, graphic and industrial design, gaming, entertainment and multimedia.",AR/VR
490,487,487,Microsoft,2015,"Sunrise Atelier, Inc.",Sunrise Calendar applications,United States,"$100,000,000 ",,"Apps, Email, Events, Mobile",2012,2012,50,50,"Sunrise is a free calendar app. Designed with love, Sunrise is a new experience that will make your life easier.",AI/ML/Analytics
491,488,488,Microsoft,2015,Revolution Analytics,Statistical computing and predictive analytics,United States,,,"Analytics, Big Data, Open Source",2007,2007,10,10,"Revolution Analytics (formerly REvolution Computing) was founded in 2007 to foster the R Community, as well as support the growing needs of commercial users. Its name derives from combining the letter ""R"" with the word ""evolution."" It speaks to the ongoing development of the R language from an open-source academic research tool into commercial applications for industrial use. Though its Revolution R products, the company aims to make the power of predictive analytics accessible to every type of user & budget. They provide free and premium software and services that bring high-performance, productivity and ease-of-use to R -- enabling statisticians and scientists to derive greater meaning from large sets of critical data in record time.",AI/ML/Analytics
492,489,489,Microsoft,2015,Equivio,Text Analytics Service,Israel,,,"Analytics, Artificial Intelligence, Ediscovery, Machine Learning, Software, Text Analytics",2004,2004,50,50,"Equivio develops text analysis software for the legal market. Its software is used in e-discovery and information governance. Equivio software users include DoJ, FTC, KPMG, Deloitte, and many other law firms and corporations. Many of these users work with Equivio via their networks of over 80 e-discovery service providers.",AI/ML/Analytics
493,490,490,Microsoft,2014,HockeyApp,Mobile Beta Distribution & Crash Analytics,Germany,,,,,2009,,25,,Uncategorised
494,491,491,Microsoft,2014,Acompli,Mobile Email Apps,United States,,,"Android, Email, Enterprise Software, Internet, iOS, Mobile, SaaS, Security",2013,2013,50,50,"Mobile email just got a promotion. Acompli empowers professionals to do more with advanced email, full calendaring, easy file sharing and all your important people in one fast, easy-to-use app. Supports Microsoft Exchange, Office 365, Google Apps & Gmail. Download the iPhone app today from the App Store http://t.acompli.com/as",AI/ML/Analytics
495,492,492,Microsoft,2014,Aorato,Enterprise Security & machine learning,Israel,,,"Computer, Network Security, Security",2012,2012,50,50,"Aorato protects your organization and Active Directory by automatically learning, profiling and predicting entity behavior.AoratoÃŒ_ÃŒ_Ã¥Ãˆs Directory Services Application Firewall (DAFÃŒ_Ã¥ÃœÃ¥Â¢) protects Active Directory and leverages its central role in the network to secure organization from advanced targeted attacks. Nowadays, attackers compromise all types of entities (non-privileged and privileged users, devices, servers, etc.) in order to gain a foothold into the network. It is not enough anymore to track only privileged accounts to protect the organization against advanced attacks. DAF introduces a new approach. DAF detects suspicious activities through learning, profiling and predicting entitiesÃŒ_ÃŒ_Ã¥Ãˆ behaviors.The best part? DAF is a non-intrusive solution, transparent to Active Directory.",Security
496,493,493,Microsoft,2014,Mojang,Video games,Sweden,"$2,500,000,000 ",,"Developer Platform, Gaming, Video Games",2010,2010,100,100,"Mojang (mojÃŒ__ng: Swedish for gadget), pronounced /mÃ¥__Ã¥ÂèÃ¥_jÃŒÃ£_Ã¥ÂÅÃ¥Â /, is a Swedish independent video game developer founded in May 2009 under the name Mojang Specifications by Markus Persson, and most known for creating the popular indie game Minecraft. Its head office is in Stockholm.",Hardware
497,494,494,Microsoft,2014,Inception Mobile Inc.,Software,Canada,,,,,2009,,25,,Uncategorised
498,495,495,Microsoft,2014,InMage,Disaster recovery solutions,United States,,,"Enterprise Software, SaaS, Security",2001,2001,100,100,"InMage is a software vendor developing and delivering disk-based and scalable business application recovery solutions that allow companies to meet stringent disaster recovery requirements, eliminate the impacts of local backups, and manage application uptime to meet high availability needs. Targeting enterprises, InMage solutions provide solid data protection for high growth data environments while eliminating backups, minimizing data loss on recovery, shortening recovery times, and increasing recovery reliability in heterogeneous environments. Their innovative, 6 patent-pending data and application recovery solutions are uniquely differentiated against the competition and as a result, we're beating the big players, gaining market share, and generating a lot of fiercely loyal customers. InMage Systems, Inc. was formerly known as Abhai Systems, Inc. The company was founded in 2001 and is headquartered in Santa Clara, California. InMage Systems, Inc. has engineering operations in Hyderabad, India.",AR/VR
499,496,496,Microsoft,2014,SyntaxTree,Developer tools,France,,,"Developer Tools, Enterprise Software, Gaming",2011,2011,10,10,"SyntaxTree offers UnityVS, a Visual Studio plugin for developers that use the cross-platform Unity framework to write their games. UnityVS helps developers to easily debug their Unity scripts and provides code snippets, wizard,s and other tools. It also provides integration between the Unity console and Visual Studio. By default, Unity itself offers its own limited support for Visual Studio C# integration.",AR/VR
500,497,497,Microsoft,2014,GreenButton,Cloud computing,New Zealand,,,"Cloud Computing, Enterprise Software, Infrastructure",2006,2006,50,50,"GreenButtonÃŒ_Ã¥ÃœÃ¥Â¢ is an award winning global software company that specializes in high performance cloud computing. The company provides a cloud platform for development and delivery of software and services that enable independent software vendors (ISVs) to move to the cloud and for their users to access cloud resources. GreenButton is Microsoft CorpÃŒ_ÃŒ_Ã¥Ãˆs 2011 Windows Azure ISV Partner of the Year and the company is has offices in New Zealand, Palo Alto and Seattle. Cloud computing is a growing phenomenon, projected by industry analysts to exceed US$160billion, but end users and vendors are struggling with engagement models and portal interfaces. GreenButton has developed an intelligent interface (an API) called the ÃŒ_ÃŒ_ÃŒÃ‚GreenButtonÃŒ_ÃŒ_Ã¥Âù which enables the user to access this capacity whenever it is required, directly from their desktop application",AR/VR
501,498,498,Microsoft,2014,Capptain,(Mobile) application development,France,,,"Analytics, Android, CRM, Information Services, Information Technology, iOS, Mobile, SaaS",2008,2008,10,10,"Capptain helps its clients improve their ROI on mobile and web apps.Your app was fairly well downloaded, great! Now whatÃŒ_ÃŒ_Ã¥Ãˆs next? Capptain allows you to work on user retention and usage. This is done thanks to targeted PUSH notifications based on user behaviour or analytics, that our unique platform extracts, in realtime",AI/ML/Analytics
502,499,499,Microsoft,2014,Parature,Customer service software,United States,"$100,000,000 ",,"Cloud Storage, Customer Service, Internet, Software",2000,2000,100,100,"Parature provides on-demand customer service software, making it possible for any business to leverage the Internet to provide outstanding customer service and online support. Parature provides an efficient way to serve, support, retain, engage with and maximize the value of every customer. Parature's software-as-a-service (SaaS) delivery and integrated, intuitive design enable organizations to run efficiently. Parature's flagship product, Parature Customer Service software, integrates a customer portal, rich knowledgebase and full trouble ticket software in one dynamic system that manages all your support needs. Parature announced a new social response management product called ""Parature for Facebook"", the Industry's First and Only Customer Service Application for Directly Engaging with Customers, Prospects and Fans on Facebook. The product now supports Twitter as well. Founded in 2001, today Parature helps support more than 55 million end users worldwide. Parature is at work in a wide variety of organizations including national associations, leading educational institutions, technology companies, and diverse industries from gaming/interactive media & entertainment, to retail, healthcare and government.",AR/VR
503,500,500,Microsoft,2013,Apiphany,API management,United States,,,"Cloud Computing, Consumer Electronics, Developer APIs, Internet, SaaS, Software",2012,2012,50,50,"Apiphany is a leading provider of API management and delivery solutions enabling organizations to successfully leverage the roaring mobile, social and app economy. With its flexible cloud-based architecture, Apiphany empowers companies to securely develop new revenue channels, gain insight in their business, and spur innovation at a fast pace while keeping cost and usage under control.",AR/VR
504,501,501,Microsoft,2013,HLW Software,RDP applications,Austria,,,"Consumer Electronics, Software",2002,2002,50,50,"HLWÃŒ_Ã¥ÃœÃ¥Â¢s iTap mobile brand provides mobile business solutions for remote desktop access. iTap RDP is one of the leading RDP clients for the iOS platform and the only one to offer TS Gateway and NLA functionality, required in enterprise solutions to guarantee a maximum level of security and seamless integration into existing infrastructure. Tens of thousands of users rely on cutting-edge iTap mobile solutions for their daily business use. HLW is based in Vienna, Austria.",AR/VR
505,502,502,Microsoft,2013,Nokia mobile phones unit,"Mobile phones, smartphones",Finland,"$7,200,000,000 ",,"Enterprise Software, Mobile, Telecommunications",1885,1885,10000,10000,"Nokia is a Finnish multinational communications corporation engaged in the manufacturing of mobile devices, network infrastructure, location-based technologies, and advanced technologies businesses worldwide. The corporation is also engaged in converging internet and communications industries. It manufactures a wide range of mobile devices with services and software that enable people to experience music, navigation, video, television, imaging, games, business mobility, and more. Nokia also operates through four segments, including mobile broadband, global services, HERE, and technologies. Its mobile broadband segment provides consumers with hardware and core network software required to deliver mobile voice and data services. The corporationÃŒ_ÃŒ_Ã¥Ãˆs technology segment is involved in the development and sale of intellectual property rights and technology licensing activities. Its global services segment provides network implementation, care, managed services, and network planning and optimization. Finally, the HERE segment provides the development of local commerce, location-based services, and more. Nokia is also the owner of Symbian operation system and partially owns MeeGo operating system. It was founded in 1865 and is headquartered in Helsinki, Finland.",AR/VR
506,503,503,Microsoft,2013,InRelease,Release management,Canada,,,Software,,2008,50,50,"InRelease is a product created by InCycle for automatically deploying application components to target services in different environments. InRelease enables agile .NET teams to automate the release cycles of their apps. It automates deployments directly from MicrosoftÃŒ_ÃŒ_Ã¥Ãˆs Team Foundation Server, MicrosoftÃŒ_ÃŒ_Ã¥Ãˆs own ALM and DevOps solution, to all environments, including production. This ensures all deployments are done the same way. It also automates the approval workflow and auditing support.",AR/VR
507,504,504,Microsoft,2013,Netbreeze,Social analytics,Switzerland,,,"Information Technology, Social Media, Social Media Management",1999,1999,50,50,,Software
508,505,505,Microsoft,2013,MetricsHub,Cloud monitoring,United States,,,"Big Data, Cloud Computing, Cloud Management, Software",2012,2012,10,10,"MetricsHub offers cloud monitoring that keeps web applications up and running for the lowest possible cost. MetricsHub tracks key metrics and takes automatic actions in order to save money on cloud hosting bills, time spent on server administration and improve business continuity. MetricsHub is essential to the operational success of the growing number of companies with IT and product groups using cloud services (e.g. Microsoft Azure).",AR/VR
509,506,506,Microsoft,2013,Pando Networks,Peer-to-peer (P2P) media distribution,United States,,,"Content Delivery Network, Video, Video Streaming",2004,2004,50,50,"Pando Networks (www.pandonetworks.com) improves the delivery performance of online media assets. Pando accelerates content delivery, increases download completion and provides detailed performance data. Pando technology currently accelerates the delivery of more than 200 million media downloads around the world each year. Pando is funded by Intel Capital, BRM Capital and Wheatley Partners.",Media/Ad/Content
510,507,507,Microsoft,2013,id8 Group R2 Studios,Home automation,United States,,,Information Technology,2011,2011,,25,id8 Group R2 Studios develops automation technology solutions for houses.,Software
511,508,508,Microsoft,2012,MarketingPilot,Marketing automation firm,United States,,,Software,2001,2001,,25,"MarketingPilot provides Integrated Marketing Management solutions to better understand their customers, manage and streamline marketing operations and create automated and measurable multi-channel marketing campaigns. This acquisition is a very exciting step forward for us, and will accelerate their ability to better meet the needs of CMO's (chief marketing officers) through rich business intelligence, and better enable marketers to successfully plan, execute, monitor, and optimize customer interactions across digital, social and traditional channels, and measure ROI",AR/VR
512,509,509,Microsoft,2012,StorSimple,Cloud-storage appliance vendor,United States,,,"Cloud Storage, Enterprise, Enterprise Software",2009,2009,10000,10000,"StorSimple has developed an application-optimized hybrid storage solution for SharePoint, Exchange, Windows User Files, and Virtual Machines that delivers consistent storage performance at scale, significantly simplifies data protection, and reduces cost by up to 90 percent compared to traditional enterprise storage used with these applications",AR/VR
513,510,510,Microsoft,2012,PhoneFactor,Two-factor authentication system,United States,,,"Cloud Computing, Enterprise Software, Information Technology",2001,2001,50,50,"After its acquisition by Microsoft, PhoneFactor became Windows Azure Multi-Factor Authentication. PhoneFactor provides tokenless two-factor authentication using phones. After you log in with your username and password, you receive a phone call to your pre-registered phone number asking you to confirm the login attempt. You press # to confirm the login, and you're in. If a bad guy steals your username and password and tries to use them to log in, *your* phone will ring, so he won't get in. The product is available in both Enterprise and Web versions. The Enterprise version integrates into a range common enterprise environments, including Citrix, Microsoft Windows, RADIUS infrastructures, IIS-based websites, and more. The Web edition is delivered in the form of an SDK in several programming languages, and can be used to add built-in support for PhoneFactor to your application.",AR/VR
514,511,511,Microsoft,2012,Perceptive Pixel,Multi touch hardware,United States,,,"Broadcasting, Collaboration, Security",2006,2006,50,50,"Perceptive Pixel engages in R&D and production of multi-touch interfaces for brainstorming, collaboration and interactive presentations.",Media/Ad/Content
515,512,512,Microsoft,2012,Yammer,Social networking,United States,"$1,200,000,000 ",,"Collaboration, Enterprise Software, Messaging, Social Network",2008,2008,500,500,"Yammer is an enterprise social network that enables employees to collaborate across departments, geographies and business applications.",AR/VR
516,513,513,Microsoft,2011,Videosurf,Video search,United States,"$100,000,000 ",,"Hardware, Mobile Apps, Social, Video",2006,2006,50,50,"VideoSurf, a video discovery company, combines social insights with computer vision technology to search and identify videos on any device.",AR/VR
517,514,514,Microsoft,2011,Prodiance,Software,United States,,,"Database, Risk Management, Software",2005,2005,50,50,"Prodiance Corporation offers enterprise risk management solutions to analyze risk, access databases, and manage user-developed applications.",AR/VR
518,515,515,Microsoft,2011,Skype Technologies,Telecommunications,Luxembourg,"$8,500,000,000 ",,"Mobile, Software, Telecommunications, Video Chat",2003,2003,5000,5000,Skype provides a telecommunications platform that offers free video chat and voice calls to internet-connected devices.,AR/VR
519,516,516,Microsoft,2010,"Canesta, Inc.",3-D sensing technology,United States,,,"3D Technology, Electronics, Hardware, Software",1999,1999,10,10,Canesta develops electronic perception technology-based 3D representational products.,AR/VR
520,517,517,Microsoft,2010,"AVIcode, Inc.",.Net monitoring technology,United States,,,"Application Performance Management, Enterprise Software, Information Technology",1998,1998,100,100,AVIcode is a provider of application monitoring solutions for the Microsoft .NET Framework.,AR/VR
521,518,518,Microsoft,2009,Opalis Software,Software,Canada,,,"Cloud Infrastructure, Enterprise Software, Information Technology",1999,1999,100,100,"Opalis Software provides comprehensive IT process automation solutions in physical, virtual and cloud infrastructures for enterprises.",AR/VR
522,519,519,Microsoft,2009,"Sentillion, Inc.",Identity and Access Management Software for Healthcare,United States,,,"Health Care, Hospital, Wellness",1998,1998,100,100,Sentillion offers identity and access management technology solutions for caregivers in hospitals and healthcare organizations.,AR/VR
523,520,520,Microsoft,2009,Interactive Supercomputing,Software,United States,,,"Cloud Computing, Enterprise Software, Financial Services",2004,2004,50,50,"Interactive Supercomputing develops Star-P, an interactive parallel computing platform for applications in laboratory research sectors.",AR/VR
524,521,521,Microsoft,2009,Rosetta Biosoftware,Bioinformatics solutions for life science research,United States,,,"Biotechnology, Internet",1997,1997,10,10,"Rosetta Biosoftware offers life science informatics solutions that enable advancements in biological research, drug discovery, and more.",Software
525,522,522,Microsoft,2009,BigPark,Interactive online gaming,Canada,,,"Developer Tools, Gaming, Video Games",2007,2007,50,50,Video gaming group,Hardware
526,523,523,Microsoft,2009,3DV Systems,"Developer of ZCam, a time-of-flight camera",Israel,"$35,000,000 ",,Software,1997,1997,50,50,Video imaging technologies,AR/VR
527,524,524,Microsoft,2008,DATAllegro,Data software,United States,,,"Developer Tools, Gaming, Video Games",2003,2003,10,10,DATAllegro provides integrated data warehousing services.,Hardware
528,525,525,Microsoft,2008,Powerset,Semantic Search,United States,,,"Internet, Natural Language Processing, Search Engine",2005,2005,100,100,Powerset is a search engine focused on in-depth natural language processing.,AR/VR
529,526,526,Microsoft,2008,Mobicomp,Mobile applications,Portugal,,,Mobile ,2000,2000,50,50,"MobiComp develops software that enables users to back-up, share and discover content on mobile phones.",Software
530,527,527,Microsoft,2008,Navic Networks,Management software,United States,,,"Advertising, Developer Tools, Social Network",2000,2000,10,10,Navic Networks develops tools that TV advertisers can use to target ads at specific digital cable subscribers and measure their responses.,Hardware
531,528,528,Microsoft,2008,Quadreon,Software,Belgium,,,,,2003,,25,,Uncategorised
532,529,529,Microsoft,2008,Kidaro,Software,United States,,,"Enterprise, Enterprise Software, Virtualization",2004,2004,50,50,Kidaro provides desktop virtualization solutions for enterprises.,AR/VR
533,530,530,Microsoft,2008,Fast Search & Transfer,Enterprise search[clarification needed],Norway,"$1,191,000,000 ",,"Enterprise Software, Government, Search Engine",1997,1997,,25,"Fast offers an enterprise search platform that enables businesses and government organizations to access, retrieve and analyze information.",AR/VR
534,531,531,Microsoft,2008,Danger,Mobile Internet software,United States,"$500,000,000 ",,"Hardware, Mobile, Software",1999,1999,500,500,Danger provides the software platform and hardware behind T-MobileÃŒ_ÃŒ_Ã¥Ãˆs Sidekick phone.,AR/VR
535,532,532,Microsoft,2008,Farecast,Online search software,United States,"$75,000,000 ",,"Tourism, Transportation, Travel",2003,2003,50,50,Farecast is an online service that provides users with intelligent airfare predictions.,Uncategorised
536,533,533,Microsoft,2008,90 Degree Software,Business intelligence software,Canada,,,Business Intelligence,2005,2005,,25,"90 Degree Software develops business intelligence solutions. It offers Radius90, a reporting solution, which enables developers and",Uncategorised
537,534,534,Microsoft,2008,Komoku,Rootkit security software,United States,"$5,000,000 ",,"Security, Software",2004,2004,,25,Advanced malware detection,AR/VR
538,535,535,Microsoft,2008,Rapt,Advertising yield management software,United States,,,"Advice, Enterprise Software, Service Industry",1998,1998,100,100,"Rapt offers media monetization solutions, technology, and strategic advisory services for media companies.",AR/VR
539,536,536,Microsoft,2008,YaData,Software,Israel,,,"Ad Targeting, Advertising, Analytics",2005,2005,10000,10000,YaData provides ad targeting software enabling marketers to micro-segment consumers.,AI/ML/Analytics
540,537,537,Microsoft,2008,Caligari Corporation,Software,United States,,,"3D Technology, Fashion, commerce",1986,1986,50,50,3D Modeling,Media/Ad/Content
541,538,538,Microsoft,2008,Calista Technologies,Software,United States,,,"Enterprise Software, Information Technology, Virtualization",2006,2006,10,10,Calista Technologies provides virtual device solutions for Windows.,AR/VR
542,539,539,Microsoft,2007,Multimap.com,Mapping,United Kingdom,,,"Local, Location Based Services, Mapping Services, internet",1995,1995,,25,"Multimap provides mapping and location-based services. The company delivers online maps, point-to-point driving directions and geo-spatial",Software
543,540,540,Microsoft,2007,Musiwave,Mobile music entertainment,France,,,"Mobile, Music",2000,2000,10,10,Musiwave is a mobile entertainment company.,Software
544,541,541,Microsoft,2007,HOB Business Solutions,Information technology,Denmark,,,,,2002,,25,,Uncategorised
545,542,542,Microsoft,2007,Global Care Solutions-Assets,Assets,Thailand,,,"Enterprise Software, Health Care, Management Information Systems",1984,1984,10,10,"Global Care Solutions (GCS), a privately held company based in Bangkok, Thailand, develops enterprise-class health information systems.",AR/VR
546,543,543,Microsoft,2007,Parlano,Enterprise messaging software,United States,,,"Collaboration, Enterprise Software, Messaging",2000,2000,,25,"Parlano offers MindAlign, which is an enterprise-level team collaboration and messaging product for businesses.",AR/VR
547,544,544,Microsoft,2007,Jellyfish.com,Search engine,United States,,,"Product Search, Social Media",2005,2005,10,10,"jellyfish offers a platform that enables its users to search, shop, and earn commissions from buying on their website.",AR/VR
548,545,545,Microsoft,2007,AdECN,Ad Exchange,United States,,,"Advertising, Real Time, Software",2003,2003,100,100,"AdECN is an automated, real-time, auction-based, neutral exchange for buying and selling online display advertising.",AR/VR
549,546,546,Microsoft,2007,aQuantive,Digital marketing,United States,"$6,333,000,000 ",,"Ad Network, Advertising",1997,1997,,25,aQuantive is an advertising network that provides digital marketing and technology solutions.,Media/Ad/Content
550,547,547,Microsoft,2007,Savvis Inc-Data Centers,Networking,United States,"$200,000,000 ",,,,2002,,25,,Uncategorised
551,548,548,Microsoft,2007,Stratature,Master Data Management,United States,,,Software,2001,2001,10,10,Stratature provides master data management software for large and small enterprises. The companyÃŒ_Ã¥Â¢ÃŒ_Ã¥Ã_ÃŒÂ´ÃŒ_Ã¥ÃœÃ¥Â¢s software offers centralized enterprise,AR/VR
552,549,549,Microsoft,2007,Engyro,Information technology,United States,,,Software,2000,2000,10,10,"Engyro, a wholly owned Microsoft subsidiary, provides software solutions to integrate, consolidate, and simplify IT operations.",AR/VR
553,550,550,Microsoft,2007,SoftArtisans,Business Intelligence software,United States,,,"Consulting, Enterprise Software, Training",1996,1996,50,50,SoftArtisans develops enterprise software for users to harness the data and insights needed to maximize productivity.,AI/ML/Analytics
554,551,551,Microsoft,2007,ScreenTonic,Advertising and marketing,France,,,"Ad Server, Advertising, Mobile, Software",2001,2001,10,10,Screen Tonic offers a solution spanning from ad serving technology to ad management and mobile media sales.,AR/VR
555,552,552,Microsoft,2007,Tellme Networks,Mobile phone software,United States,,,"Information Services, Software, Speech Recognition",1999,1999,,25,"Tellme Network is a developer of voice recognition software that offers information on movies, sports, news, stock quotes, and weather.",AR/VR
556,553,553,Microsoft,2007,devBiz Business Solutions,Software tools,United States,,,Software,2001,2001,10000,10000,devBiz Business Solutions offers software development tools.,AR/VR
557,554,554,Microsoft,2007,Medstory,Internet search engine,United States,,,"Advertising, Health Care, SEO",1998,1998,10,10,Medstory is a search startup offering a vertical search engine for health-related information.,AR/VR
558,555,555,Microsoft,2006,Colloquis,Natural language software,United States,,,"Messaging, Software",2000,2000,,25,"Colloquis created conversation-based interactive customer service agents, distributed via instant messaging platforms.",AR/VR
559,556,556,Microsoft,2006,DesktopStandard,Applications,United States,,,"Computer, Developer Platform, Enterprise Software",1997,1997,50,50,DesktopStandard Corporation develops Group Policy-based enterprise desktop management products.,AR/VR
560,557,557,Microsoft,2006,Gteko,Applications,Israel,,,Software,1992,1992,,25,"Gteko, Ltd. provides networking and support software solutions for the digital homes. Its products include GTAgent, a support application",AR/VR
561,558,558,Microsoft,2006,Whale Communications,Applications,Israel,,,"Internet, Security, Software, Web Apps",1998,1998,,25,"Whale Communications (acquired by Microsoft) is a provider of secure access products, such as SSL, VPN, and Web application firewalls.",AR/VR
562,559,559,Microsoft,2006,Winternals Software,Software,United States,,,Software,1996,1996,100,100,"Winternals was the parent company operating Sysinternals, a web-based software featuring several freeware tools to administer monitor, and",AR/VR
563,560,560,Microsoft,2006,Softricity,application virtualization software,United States,,,"Enterprise Software, Management Information Systems, Virtualization",1999,1999,10000,10000,"Softricity offers application virtualization, intelligent on-demand streaming and policy-based management technologies.",AR/VR
564,561,561,Microsoft,2006,iView Multimedia,Digital asset management,United Kingdom,,,Software,1996,1996,,25,iView Multimedia is a development company that specializes in products for the Macintosh platform.,AR/VR
565,562,562,Microsoft,2006,ProClarity,Analysis software,United States,,,"Analytics, Business Intelligence, Software",1995,1995,250,250,ProClarity develops advanced analysis and visualization technologies for Microsoft software.,AI/ML/Analytics
566,563,563,Microsoft,2006,DeepMetrix,Web log analysis,United States,,,"Analytics, Business Intelligence, Software",1992,1992,,25,DeepMetrix Corporation engages in the research and development of real-time applications. It provides Web analytics and data mining,AI/ML/Analytics
567,564,564,Microsoft,2006,Massive Incorporated,Video game advertising,United States,,,"Advertising, Gaming, Video Games",1995,1995,,25,Massive is the developer of video game network for in-game advertising.,Media/Ad/Content
568,565,565,Microsoft,2006,Vexcel,Mapping software,United States,,,Information Technology,1985,1985,100,100,"Vexcel Corp. is a remote sensing company with headquarters in Boulder, Colorado. The companyÃŒ_Ã¥Â¢ÃŒ_Ã¥Ã_ÃŒÂ´ÃŒ_Ã¥ÃœÃ¥Â¢s legacy offerings to government and",Software
569,566,566,Microsoft,2006,AssetMetrix,Enterprise software,Canada,,,Software,2000,2000,,25,AssetMetrix Corporation provides subscription-based business intelligence services for PC assets.,AR/VR
570,567,567,Microsoft,2006,Lionhead Studios,Video games,United Kingdom,,,"Software, Video Games",1997,1997,100,100,"Lionhead Studios is a softwarde-based video game developer whose major releases include Black & White, (I and II).",AR/VR
571,568,568,Microsoft,2006,Apptimum,Software,United States,,,"Innovation Management, Intelligent Systems, Retail Technology, Software",1998,1998,,25,Apptimum is a company that develops software to ease the transfer of applications to new computers.,AI/ML/Analytics
572,569,569,Microsoft,2006,Onfolio,Internet software,United States,,,Software,2002,2002,,25,"Onfolio is a PC application for collection, organizing and sharing information found online.",AR/VR
573,570,570,Microsoft,2006,MotionBridge,Search,France,"$17,858,000 ",,"Mobile, SEO, Software",2000,2000,10,10,Motion Bridge was a search engine developed specifically for the mobile network.,AR/VR
574,571,571,Microsoft,2006,Seadragon Software,Software,United States,,,Software,2003,2003,,25,Seadragon is a web-optimized visualization technology that allows graphics and photos to be browsed smoothly regardless of their size.,AR/VR
575,572,572,Microsoft,2006,UMT-Software and IP Assets,Software,United States,,,,,2001,,25,,Uncategorised
576,573,573,Microsoft,2005,5th Finger,Mobile,Australia,"$3,153,000 ",,,,2000,,25,,Uncategorised
577,574,574,Microsoft,2005,media-streams.com,Software,Switzerland,,,"Mobile, Software, Video Streaming, VoIP",2001,2001,10,10,"Media-streams.com was a software company based in Zurich, Switzerland, that developed communications applications based on voice over",AR/VR
578,575,575,Microsoft,2005,Alacris,Certificate management software,United States,,,"Security, Software",2000,2000,,25,Alacris provides advanced identification and access security software and certificate management products.,AR/VR
579,576,576,Microsoft,2005,FrontBridge Technologies,Email protection,United States,,,"Email, Software",1999,1999,10,10,"Frontbridge Technologies provides electronic messaging and security services for email archiving, spam filtering, and disaster recovery.",AI/ML/Analytics
580,577,577,Microsoft,2005,Teleo,VoIP,United States,,,"Mobile, Software, VoIP",2004,2004,10,10,White label VoIP service acquired by Microsoft in 2005,AR/VR
581,578,578,Microsoft,2005,Sybari Software,Software,United States,,,"Email, Security, Software",1995,1995,10,10,"Sybari Software secures the information workplace with anti-virus, anti-spam and content-filtering technologies.",AI/ML/Analytics
582,579,579,Microsoft,2005,Tsinghua-Shenxun-Cert Asts,Certain assets,China,"$15,000,000 ",,,,2000,,25,,Uncategorised
583,580,580,Microsoft,2005,MessageCast,Messaging,United States,"$7,000,000 ",,"Messaging, Podcast, software",2002,2002,,25,"MessageCast, acquired by Microsoft, is a pioneer in creating broadcast messaging systems using real-time networks and RSS content feeds.",AR/VR
584,581,581,Microsoft,2005,Groove Networks,Community software,United States,,,"Collaboration, File Sharing, Software",1997,1997,10000,10000,Groove networks provided a virtual office through software that allowed teams of people to work together over a network.,AR/VR
585,582,582,Microsoft,2005,en'tegrate,Software,United States,,,,,2000,,25,,Uncategorised
586,583,583,Microsoft,2004,GIANT Company Software,Anti-spyware,United States,,,"Security, Software",2000,2000,10,10,"GIANT Company Software was a provider of internet security products, such as anti-spyware and popup inspectors.",AR/VR
587,584,584,Microsoft,2004,Lookout Software,Personal search tool,United States,,,Software,2003,2003,50,50,Lookout Software remains dedicated to providing the small business community with choices.,AR/VR
588,585,585,Microsoft,2004,ActiveViews,Reporting systems,United States,,,"Business Intelligence, Software",2001,2001,10,10,ActiveViews provides users with a window into an informational database to explore available information.,AR/VR
589,586,586,Microsoft,2004,Encore Bus Solutions-IP Asts,IP assets,United States,,,,,1999,,25,,Uncategorised
